age	sex	cancer	organ	gene	time_years	events_cases	air
45	MALE	189	Ureter/kidney	MSH6	232	0	0
50	MALE	189	Ureter/kidney	MSH6	230	0	0
55	MALE	189	Ureter/kidney	MSH6	286	1	0.0034965034965035
60	MALE	189	Ureter/kidney	MSH6	268	0	0
65	MALE	189	Ureter/kidney	MSH6	214	0	0
70	MALE	189	Ureter/kidney	MSH6	123	0	0
75	MALE	189	Ureter/kidney	MSH6	68	0	0
25	MALE	189	Ureter/kidney	PMS2	16	0	0
30	MALE	189	Ureter/kidney	PMS2	39	0	0
35	MALE	189	Ureter/kidney	PMS2	68	0	0
40	MALE	189	Ureter/kidney	PMS2	79	0	0
45	MALE	189	Ureter/kidney	PMS2	111	0	0
50	MALE	189	Ureter/kidney	PMS2	147	0	0
55	MALE	189	Ureter/kidney	PMS2	157	0	0
60	MALE	189	Ureter/kidney	PMS2	123	0	0
65	MALE	189	Ureter/kidney	PMS2	95	0	0
70	MALE	189	Ureter/kidney	PMS2	63	1	0.0158730158730159
75	MALE	189	Ureter/kidney	PMS2	40	0	0
25	MALE	153	Colon	MLH1	559	4	0.00715563506261181
30	MALE	153	Colon	MLH1	897	12	0.0133779264214047
35	MALE	153	Colon	MLH1	988	11	0.0111336032388664
40	MALE	153	Colon	MLH1	1026	23	0.0224171539961014
45	MALE	153	Colon	MLH1	887	20	0.0225479143179256
50	MALE	153	Colon	MLH1	669	13	0.0194319880418535
55	MALE	153	Colon	MLH1	455	8	0.0175824175824176
60	MALE	153	Colon	MLH1	291	4	0.013745704467354
65	MALE	153	Colon	MLH1	194	4	0.0206185567010309
70	MALE	153	Colon	MLH1	113	2	0.0176991150442478
75	MALE	153	Colon	MLH1	47	0	0
25	MALE	153	Colon	MSH2	413	2	0.00484261501210654
30	MALE	153	Colon	MSH2	647	2	0.00309119010819165
35	MALE	153	Colon	MSH2	817	7	0.00856793145654835
40	MALE	153	Colon	MSH2	849	9	0.0106007067137809
45	MALE	153	Colon	MSH2	810	6	0.00740740740740741
50	MALE	153	Colon	MSH2	675	16	0.0237037037037037
55	MALE	153	Colon	MSH2	502	6	0.0119521912350598
60	MALE	153	Colon	MSH2	339	6	0.0176991150442478
65	MALE	153	Colon	MSH2	202	4	0.0198019801980198
70	MALE	153	Colon	MSH2	131	0	0
75	MALE	153	Colon	MSH2	56	1	0.0178571428571429
25	MALE	153	Colon	MSH6	69	0	0
30	MALE	153	Colon	MSH6	145	1	0.00689655172413793
35	MALE	153	Colon	MSH6	202	1	0.00495049504950495
40	MALE	153	Colon	MSH6	218	0	0
45	MALE	153	Colon	MSH6	183	0	0
50	MALE	153	Colon	MSH6	163	0	0
55	MALE	153	Colon	MSH6	208	3	0.0144230769230769
60	MALE	153	Colon	MSH6	186	0	0
65	MALE	153	Colon	MSH6	122	0	0
70	MALE	153	Colon	MSH6	86	1	0.0116279069767442
75	MALE	153	Colon	MSH6	43	2	0.0465116279069767
25	MALE	153	Colon	PMS2	15	0	0
30	MALE	153	Colon	PMS2	35	0	0
35	MALE	153	Colon	PMS2	65	0	0
40	MALE	153	Colon	PMS2	59	0	0
45	MALE	153	Colon	PMS2	60	0	0
50	MALE	153	Colon	PMS2	73	0	0
55	MALE	153	Colon	PMS2	81	0	0
60	MALE	153	Colon	PMS2	69	0	0
65	MALE	153	Colon	PMS2	53	1	0.0188679245283019
70	MALE	153	Colon	PMS2	30	1	0.0333333333333333
75	MALE	153	Colon	PMS2	4	1	0.25
25	MALE	191	Brain	MLH1	605	0	0
30	MALE	191	Brain	MLH1	1044	0	0
35	MALE	191	Brain	MLH1	1319	0	0
40	MALE	191	Brain	MLH1	1522	0	0
45	MALE	191	Brain	MLH1	1576	0	0
50	MALE	191	Brain	MLH1	1430	0	0
55	MALE	191	Brain	MLH1	1213	0	0
60	MALE	191	Brain	MLH1	935	0	0
65	MALE	191	Brain	MLH1	678	1	0.00147492625368732
70	MALE	191	Brain	MLH1	434	0	0
75	MALE	191	Brain	MLH1	199	0	0
25	MALE	191	Brain	MSH2	440	0	0
30	MALE	191	Brain	MSH2	720	1	0.00138888888888889
35	MALE	191	Brain	MSH2	1003	0	0
40	MALE	191	Brain	MSH2	1213	1	0.000824402308326463
45	MALE	191	Brain	MSH2	1309	0	0
50	MALE	191	Brain	MSH2	1292	1	0.000773993808049536
55	MALE	191	Brain	MSH2	1070	1	0.000934579439252336
60	MALE	191	Brain	MSH2	824	3	0.00364077669902913
65	MALE	191	Brain	MSH2	617	0	0
70	MALE	191	Brain	MSH2	359	3	0.00835654596100279
75	MALE	191	Brain	MSH2	129	0	0
25	MALE	191	Brain	MSH6	72	0	0
30	MALE	191	Brain	MSH6	155	0	0
35	MALE	191	Brain	MSH6	242	0	0
40	MALE	191	Brain	MSH6	253	0	0
45	MALE	191	Brain	MSH6	237	0	0
50	MALE	191	Brain	MSH6	235	0	0
55	MALE	191	Brain	MSH6	292	0	0
60	MALE	191	Brain	MSH6	273	1	0.00366300366300366
65	MALE	191	Brain	MSH6	215	0	0
70	MALE	191	Brain	MSH6	128	0	0
75	MALE	191	Brain	MSH6	72	1	0.0138888888888889
25	MALE	191	Brain	PMS2	16	0	0
30	MALE	191	Brain	PMS2	39	0	0
35	MALE	191	Brain	PMS2	68	0	0
40	MALE	191	Brain	PMS2	79	0	0
45	MALE	191	Brain	PMS2	111	0	0
50	MALE	191	Brain	PMS2	147	0	0
55	MALE	191	Brain	PMS2	157	0	0
60	MALE	191	Brain	PMS2	123	0	0
65	MALE	191	Brain	PMS2	95	0	0
70	MALE	191	Brain	PMS2	63	0	0
75	MALE	191	Brain	PMS2	40	0	0
25	MALE	157	Pancreas	MLH1	605	0	0
30	MALE	157	Pancreas	MLH1	1044	0	0
35	MALE	157	Pancreas	MLH1	1319	1	0.000758150113722517
40	MALE	157	Pancreas	MLH1	1522	0	0
45	MALE	157	Pancreas	MLH1	1574	1	0.000635324015247776
50	MALE	157	Pancreas	MLH1	1429	0	0
55	MALE	157	Pancreas	MLH1	1213	1	0.000824402308326463
60	MALE	157	Pancreas	MLH1	935	0	0
65	MALE	157	Pancreas	MLH1	678	2	0.00294985250737463
70	MALE	157	Pancreas	MLH1	434	1	0.00230414746543779
75	MALE	157	Pancreas	MLH1	198	2	0.0101010101010101
25	MALE	157	Pancreas	MSH2	440	0	0
30	MALE	157	Pancreas	MSH2	721	0	0
35	MALE	157	Pancreas	MSH2	1003	0	0
40	MALE	157	Pancreas	MSH2	1213	0	0
45	MALE	157	Pancreas	MSH2	1310	0	0
50	MALE	157	Pancreas	MSH2	1286	2	0.0015552099533437
55	MALE	157	Pancreas	MSH2	1072	1	0.000932835820895522
60	MALE	157	Pancreas	MSH2	829	0	0
65	MALE	157	Pancreas	MSH2	619	2	0.00323101777059774
70	MALE	157	Pancreas	MSH2	358	0	0
75	MALE	157	Pancreas	MSH2	126	2	0.0158730158730159
25	MALE	157	Pancreas	MSH6	72	0	0
30	MALE	157	Pancreas	MSH6	155	0	0
35	MALE	157	Pancreas	MSH6	239	0	0
40	MALE	157	Pancreas	MSH6	248	0	0
45	MALE	157	Pancreas	MSH6	232	0	0
50	MALE	157	Pancreas	MSH6	230	0	0
55	MALE	157	Pancreas	MSH6	287	0	0
60	MALE	157	Pancreas	MSH6	271	0	0
65	MALE	157	Pancreas	MSH6	215	0	0
70	MALE	157	Pancreas	MSH6	128	1	0.0078125
75	MALE	157	Pancreas	MSH6	72	0	0
25	MALE	157	Pancreas	PMS2	16	0	0
30	MALE	157	Pancreas	PMS2	39	0	0
35	MALE	157	Pancreas	PMS2	68	0	0
40	MALE	157	Pancreas	PMS2	79	0	0
45	MALE	157	Pancreas	PMS2	111	0	0
50	MALE	157	Pancreas	PMS2	147	0	0
55	MALE	157	Pancreas	PMS2	157	0	0
60	MALE	157	Pancreas	PMS2	123	0	0
65	MALE	157	Pancreas	PMS2	95	0	0
70	MALE	157	Pancreas	PMS2	63	0	0
75	MALE	157	Pancreas	PMS2	40	0	0
25	MALE	151	Stomach	MLH1	605	0	0
30	MALE	151	Stomach	MLH1	1044	0	0
35	MALE	151	Stomach	MLH1	1319	0	0
40	MALE	151	Stomach	MLH1	1515	1	0.00066006600660066
45	MALE	151	Stomach	MLH1	1564	0	0
50	MALE	151	Stomach	MLH1	1420	1	0.000704225352112676
55	MALE	151	Stomach	MLH1	1194	1	0.000837520938023451
60	MALE	151	Stomach	MLH1	915	2	0.00218579234972678
65	MALE	151	Stomach	MLH1	657	3	0.0045662100456621
70	MALE	151	Stomach	MLH1	418	4	0.00956937799043062
75	MALE	151	Stomach	MLH1	197	0	0
25	MALE	151	Stomach	MSH2	440	0	0
30	MALE	151	Stomach	MSH2	717	0	0
35	MALE	151	Stomach	MSH2	997	0	0
40	MALE	151	Stomach	MSH2	1212	0	0
45	MALE	151	Stomach	MSH2	1305	1	0.000766283524904215
50	MALE	151	Stomach	MSH2	1269	2	0.00157604412923562
55	MALE	151	Stomach	MSH2	1045	3	0.00287081339712919
60	MALE	151	Stomach	MSH2	813	3	0.003690036900369
65	MALE	151	Stomach	MSH2	613	1	0.00163132137030995
70	MALE	151	Stomach	MSH2	355	2	0.00563380281690141
75	MALE	151	Stomach	MSH2	127	0	0
25	MALE	151	Stomach	MSH6	72	0	0
30	MALE	151	Stomach	MSH6	155	0	0
35	MALE	151	Stomach	MSH6	239	0	0
40	MALE	151	Stomach	MSH6	248	0	0
45	MALE	151	Stomach	MSH6	232	0	0
50	MALE	151	Stomach	MSH6	229	1	0.00436681222707424
55	MALE	151	Stomach	MSH6	278	0	0
60	MALE	151	Stomach	MSH6	269	0	0
65	MALE	151	Stomach	MSH6	215	0	0
70	MALE	151	Stomach	MSH6	125	0	0
75	MALE	151	Stomach	MSH6	67	0	0
25	MALE	151	Stomach	PMS2	16	0	0
30	MALE	151	Stomach	PMS2	39	0	0
35	MALE	151	Stomach	PMS2	68	0	0
40	MALE	151	Stomach	PMS2	79	0	0
45	MALE	151	Stomach	PMS2	111	0	0
50	MALE	151	Stomach	PMS2	147	0	0
55	MALE	151	Stomach	PMS2	157	0	0
60	MALE	151	Stomach	PMS2	123	0	0
65	MALE	151	Stomach	PMS2	95	0	0
70	MALE	151	Stomach	PMS2	63	0	0
75	MALE	151	Stomach	PMS2	40	0	0
25	MALE	152	Duodenum	MLH1	605	0	0
30	MALE	152	Duodenum	MLH1	1041	0	0
35	MALE	152	Duodenum	MLH1	1303	1	0.000767459708365311
40	MALE	152	Duodenum	MLH1	1507	2	0.0013271400132714
45	MALE	152	Duodenum	MLH1	1551	0	0
50	MALE	152	Duodenum	MLH1	1410	2	0.00141843971631206
55	MALE	152	Duodenum	MLH1	1186	2	0.00168634064080944
60	MALE	152	Duodenum	MLH1	913	2	0.00219058050383352
65	MALE	152	Duodenum	MLH1	662	3	0.00453172205438067
70	MALE	152	Duodenum	MLH1	420	1	0.00238095238095238
75	MALE	152	Duodenum	MLH1	195	0	0
25	MALE	152	Duodenum	MSH2	440	0	0
30	MALE	152	Duodenum	MSH2	718	0	0
35	MALE	152	Duodenum	MSH2	1000	0	0
40	MALE	152	Duodenum	MSH2	1208	0	0
45	MALE	152	Duodenum	MSH2	1297	1	0.000771010023130301
50	MALE	152	Duodenum	MSH2	1257	3	0.00238663484486874
55	MALE	152	Duodenum	MSH2	1045	2	0.00191387559808612
60	MALE	152	Duodenum	MSH2	809	1	0.00123609394313968
65	MALE	152	Duodenum	MSH2	606	3	0.00495049504950495
70	MALE	152	Duodenum	MSH2	351	0	0
75	MALE	152	Duodenum	MSH2	125	1	0.008
25	MALE	152	Duodenum	MSH6	72	0	0
30	MALE	152	Duodenum	MSH6	153	0	0
35	MALE	152	Duodenum	MSH6	239	0	0
40	MALE	152	Duodenum	MSH6	248	0	0
45	MALE	152	Duodenum	MSH6	232	0	0
50	MALE	152	Duodenum	MSH6	230	0	0
55	MALE	152	Duodenum	MSH6	286	1	0.0034965034965035
60	MALE	152	Duodenum	MSH6	262	0	0
65	MALE	152	Duodenum	MSH6	200	0	0
70	MALE	152	Duodenum	MSH6	123	0	0
75	MALE	152	Duodenum	MSH6	72	0	0
25	MALE	152	Duodenum	PMS2	16	0	0
30	MALE	152	Duodenum	PMS2	39	0	0
35	MALE	152	Duodenum	PMS2	68	0	0
40	MALE	152	Duodenum	PMS2	74	0	0
45	MALE	152	Duodenum	PMS2	108	1	0.00925925925925926
50	MALE	152	Duodenum	PMS2	140	0	0
55	MALE	152	Duodenum	PMS2	154	0	0
60	MALE	152	Duodenum	PMS2	123	0	0
65	MALE	152	Duodenum	PMS2	95	0	0
70	MALE	152	Duodenum	PMS2	63	0	0
75	MALE	152	Duodenum	PMS2	39	0	0
25	MALE	156	Bile duct/gall bladder	MLH1	605	0	0
30	MALE	156	Bile duct/gall bladder	MLH1	1044	0	0
35	MALE	156	Bile duct/gall bladder	MLH1	1319	0	0
40	MALE	156	Bile duct/gall bladder	MLH1	1522	0	0
45	MALE	156	Bile duct/gall bladder	MLH1	1575	1	0.000634920634920635
50	MALE	156	Bile duct/gall bladder	MLH1	1424	1	0.000702247191011236
55	MALE	156	Bile duct/gall bladder	MLH1	1205	1	0.000829875518672199
60	MALE	156	Bile duct/gall bladder	MLH1	929	3	0.00322927879440258
65	MALE	156	Bile duct/gall bladder	MLH1	668	2	0.0029940119760479
70	MALE	156	Bile duct/gall bladder	MLH1	427	0	0
75	MALE	156	Bile duct/gall bladder	MLH1	198	2	0.0101010101010101
25	MALE	156	Bile duct/gall bladder	MSH2	440	0	0
30	MALE	156	Bile duct/gall bladder	MSH2	721	0	0
35	MALE	156	Bile duct/gall bladder	MSH2	1003	0	0
40	MALE	156	Bile duct/gall bladder	MSH2	1213	0	0
45	MALE	156	Bile duct/gall bladder	MSH2	1306	1	0.000765696784073507
50	MALE	156	Bile duct/gall bladder	MSH2	1289	1	0.000775795190069822
55	MALE	156	Bile duct/gall bladder	MSH2	1071	0	0
60	MALE	156	Bile duct/gall bladder	MSH2	829	1	0.00120627261761158
65	MALE	156	Bile duct/gall bladder	MSH2	620	2	0.0032258064516129
70	MALE	156	Bile duct/gall bladder	MSH2	357	2	0.00560224089635854
75	MALE	156	Bile duct/gall bladder	MSH2	129	0	0
25	MALE	156	Bile duct/gall bladder	MSH6	72	0	0
30	MALE	156	Bile duct/gall bladder	MSH6	155	0	0
35	MALE	156	Bile duct/gall bladder	MSH6	239	0	0
40	MALE	156	Bile duct/gall bladder	MSH6	248	0	0
45	MALE	156	Bile duct/gall bladder	MSH6	232	0	0
50	MALE	156	Bile duct/gall bladder	MSH6	228	0	0
55	MALE	156	Bile duct/gall bladder	MSH6	284	0	0
60	MALE	156	Bile duct/gall bladder	MSH6	271	0	0
65	MALE	156	Bile duct/gall bladder	MSH6	215	0	0
70	MALE	156	Bile duct/gall bladder	MSH6	128	0	0
75	MALE	156	Bile duct/gall bladder	MSH6	72	0	0
25	MALE	156	Bile duct/gall bladder	PMS2	16	0	0
30	MALE	156	Bile duct/gall bladder	PMS2	39	0	0
35	MALE	156	Bile duct/gall bladder	PMS2	68	0	0
40	MALE	156	Bile duct/gall bladder	PMS2	79	0	0
45	MALE	156	Bile duct/gall bladder	PMS2	111	0	0
50	MALE	156	Bile duct/gall bladder	PMS2	147	0	0
55	MALE	156	Bile duct/gall bladder	PMS2	157	0	0
60	MALE	156	Bile duct/gall bladder	PMS2	123	0	0
65	MALE	156	Bile duct/gall bladder	PMS2	95	0	0
70	MALE	156	Bile duct/gall bladder	PMS2	63	0	0
75	MALE	156	Bile duct/gall bladder	PMS2	40	0	0
25	MALE	154	Sigmoid/rectum	MLH1	596	1	0.00167785234899329
30	MALE	154	Sigmoid/rectum	MLH1	1031	0	0
35	MALE	154	Sigmoid/rectum	MLH1	1295	4	0.00308880308880309
40	MALE	154	Sigmoid/rectum	MLH1	1456	2	0.00137362637362637
45	MALE	154	Sigmoid/rectum	MLH1	1464	2	0.00136612021857923
50	MALE	154	Sigmoid/rectum	MLH1	1300	4	0.00307692307692308
55	MALE	154	Sigmoid/rectum	MLH1	1119	3	0.00268096514745308
60	MALE	154	Sigmoid/rectum	MLH1	846	3	0.00354609929078014
65	MALE	154	Sigmoid/rectum	MLH1	593	2	0.00337268128161889
70	MALE	154	Sigmoid/rectum	MLH1	355	3	0.00845070422535211
75	MALE	154	Sigmoid/rectum	MLH1	166	0	0
25	MALE	154	Sigmoid/rectum	MSH2	415	0	0
30	MALE	154	Sigmoid/rectum	MSH2	691	1	0.00144717800289436
35	MALE	154	Sigmoid/rectum	MSH2	933	1	0.00107181136120043
40	MALE	154	Sigmoid/rectum	MSH2	1112	6	0.00539568345323741
45	MALE	154	Sigmoid/rectum	MSH2	1144	5	0.00437062937062937
50	MALE	154	Sigmoid/rectum	MSH2	1085	4	0.00368663594470046
55	MALE	154	Sigmoid/rectum	MSH2	857	4	0.00466744457409568
60	MALE	154	Sigmoid/rectum	MSH2	668	3	0.00449101796407186
65	MALE	154	Sigmoid/rectum	MSH2	489	2	0.00408997955010225
70	MALE	154	Sigmoid/rectum	MSH2	296	2	0.00675675675675676
75	MALE	154	Sigmoid/rectum	MSH2	115	0	0
25	MALE	154	Sigmoid/rectum	MSH6	67	0	0
30	MALE	154	Sigmoid/rectum	MSH6	142	0	0
35	MALE	154	Sigmoid/rectum	MSH6	226	0	0
40	MALE	154	Sigmoid/rectum	MSH6	238	0	0
45	MALE	154	Sigmoid/rectum	MSH6	220	0	0
50	MALE	154	Sigmoid/rectum	MSH6	208	0	0
55	MALE	154	Sigmoid/rectum	MSH6	247	0	0
60	MALE	154	Sigmoid/rectum	MSH6	232	2	0.00862068965517241
65	MALE	154	Sigmoid/rectum	MSH6	182	0	0
70	MALE	154	Sigmoid/rectum	MSH6	105	0	0
75	MALE	154	Sigmoid/rectum	MSH6	58	0	0
25	MALE	154	Sigmoid/rectum	PMS2	16	0	0
30	MALE	154	Sigmoid/rectum	PMS2	39	0	0
35	MALE	154	Sigmoid/rectum	PMS2	65	0	0
40	MALE	154	Sigmoid/rectum	PMS2	77	0	0
45	MALE	154	Sigmoid/rectum	PMS2	109	0	0
50	MALE	154	Sigmoid/rectum	PMS2	133	0	0
55	MALE	154	Sigmoid/rectum	PMS2	151	0	0
60	MALE	154	Sigmoid/rectum	PMS2	120	0	0
65	MALE	154	Sigmoid/rectum	PMS2	84	0	0
70	MALE	154	Sigmoid/rectum	PMS2	55	0	0
75	MALE	154	Sigmoid/rectum	PMS2	37	0	0
25	MALE	185	Prostate	MLH1	605	0	0
30	MALE	185	Prostate	MLH1	1044	0	0
35	MALE	185	Prostate	MLH1	1319	0	0
40	MALE	185	Prostate	MLH1	1522	0	0
45	MALE	185	Prostate	MLH1	1574	1	0.000635324015247776
50	MALE	185	Prostate	MLH1	1424	0	0
55	MALE	185	Prostate	MLH1	1190	7	0.00588235294117647
60	MALE	185	Prostate	MLH1	892	3	0.00336322869955157
65	MALE	185	Prostate	MLH1	649	3	0.00462249614791988
70	MALE	185	Prostate	MLH1	401	6	0.0149625935162095
75	MALE	185	Prostate	MLH1	189	1	0.00529100529100529
25	MALE	185	Prostate	MSH2	440	0	0
30	MALE	185	Prostate	MSH2	721	0	0
35	MALE	185	Prostate	MSH2	1003	0	0
40	MALE	185	Prostate	MSH2	1213	0	0
45	MALE	185	Prostate	MSH2	1310	2	0.00152671755725191
50	MALE	185	Prostate	MSH2	1277	6	0.00469851213782302
55	MALE	185	Prostate	MSH2	1047	7	0.00668576886341929
60	MALE	185	Prostate	MSH2	782	7	0.00895140664961637
65	MALE	185	Prostate	MSH2	555	7	0.0126126126126126
70	MALE	185	Prostate	MSH2	308	6	0.0194805194805195
75	MALE	185	Prostate	MSH2	115	0	0
25	MALE	185	Prostate	MSH6	72	0	0
30	MALE	185	Prostate	MSH6	155	0	0
35	MALE	185	Prostate	MSH6	239	0	0
40	MALE	185	Prostate	MSH6	248	0	0
45	MALE	185	Prostate	MSH6	232	0	0
50	MALE	185	Prostate	MSH6	229	0	0
55	MALE	185	Prostate	MSH6	275	0	0
60	MALE	185	Prostate	MSH6	255	0	0
65	MALE	185	Prostate	MSH6	204	2	0.00980392156862745
70	MALE	185	Prostate	MSH6	114	1	0.0087719298245614
75	MALE	185	Prostate	MSH6	65	0	0
25	MALE	185	Prostate	PMS2	16	0	0
30	MALE	185	Prostate	PMS2	39	0	0
35	MALE	185	Prostate	PMS2	68	0	0
40	MALE	185	Prostate	PMS2	77	0	0
45	MALE	185	Prostate	PMS2	107	1	0.00934579439252336
50	MALE	185	Prostate	PMS2	142	0	0
55	MALE	185	Prostate	PMS2	152	0	0
60	MALE	185	Prostate	PMS2	120	0	0
65	MALE	185	Prostate	PMS2	95	0	0
70	MALE	185	Prostate	PMS2	63	0	0
75	MALE	185	Prostate	PMS2	40	0	0
25	MALE	188	Urinary bladder	MLH1	605	0	0
30	MALE	188	Urinary bladder	MLH1	1044	0	0
35	MALE	188	Urinary bladder	MLH1	1319	0	0
40	MALE	188	Urinary bladder	MLH1	1520	0	0
45	MALE	188	Urinary bladder	MLH1	1574	2	0.00127064803049555
50	MALE	188	Urinary bladder	MLH1	1426	1	0.000701262272089762
55	MALE	188	Urinary bladder	MLH1	1189	3	0.00252312867956266
60	MALE	188	Urinary bladder	MLH1	901	3	0.00332963374028857
65	MALE	188	Urinary bladder	MLH1	660	1	0.00151515151515152
70	MALE	188	Urinary bladder	MLH1	423	2	0.00472813238770686
75	MALE	188	Urinary bladder	MLH1	188	0	0
25	MALE	188	Urinary bladder	MSH2	440	0	0
30	MALE	188	Urinary bladder	MSH2	721	0	0
35	MALE	188	Urinary bladder	MSH2	1002	0	0
40	MALE	188	Urinary bladder	MSH2	1202	2	0.00166389351081531
45	MALE	188	Urinary bladder	MSH2	1294	2	0.00154559505409583
50	MALE	188	Urinary bladder	MSH2	1270	2	0.0015748031496063
55	MALE	188	Urinary bladder	MSH2	1039	8	0.00769971126082772
60	MALE	188	Urinary bladder	MSH2	781	3	0.00384122919334187
65	MALE	188	Urinary bladder	MSH2	574	1	0.00174216027874564
70	MALE	188	Urinary bladder	MSH2	321	3	0.00934579439252336
75	MALE	188	Urinary bladder	MSH2	100	1	0.01
25	MALE	188	Urinary bladder	MSH6	72	0	0
30	MALE	188	Urinary bladder	MSH6	155	0	0
35	MALE	188	Urinary bladder	MSH6	239	0	0
40	MALE	188	Urinary bladder	MSH6	248	0	0
45	MALE	188	Urinary bladder	MSH6	230	2	0.00869565217391304
50	MALE	188	Urinary bladder	MSH6	230	0	0
55	MALE	188	Urinary bladder	MSH6	287	0	0
60	MALE	188	Urinary bladder	MSH6	271	0	0
65	MALE	188	Urinary bladder	MSH6	215	0	0
70	MALE	188	Urinary bladder	MSH6	126	1	0.00793650793650794
75	MALE	188	Urinary bladder	MSH6	68	0	0
25	MALE	188	Urinary bladder	PMS2	16	0	0
30	MALE	188	Urinary bladder	PMS2	39	0	0
35	MALE	188	Urinary bladder	PMS2	68	0	0
40	MALE	188	Urinary bladder	PMS2	79	0	0
45	MALE	188	Urinary bladder	PMS2	111	0	0
50	MALE	188	Urinary bladder	PMS2	147	0	0
55	MALE	188	Urinary bladder	PMS2	157	0	0
60	MALE	188	Urinary bladder	PMS2	123	0	0
65	MALE	188	Urinary bladder	PMS2	93	0	0
70	MALE	188	Urinary bladder	PMS2	63	0	0
75	MALE	188	Urinary bladder	PMS2	40	0	0
